uc009vfm.1	ENSMUST00000163671
uc009nrc.2	ENSMUST00000034279
uc009nrh.1	ENSMUST00000034276
uc009nri.1	ENSMUST00000034276
uc009nrj.1	ENSMUST00000162775
uc009nrk.1	ENSMUST00000047737
uc009nrn.1	ENSMUST00000050684
uc012glx.1	ENSMUST00000054691
uc009nrs.1	ENSMUST00000062634
uc009nru.1	ENSMUST00000127664
uc009nrw.1	ENSMUST00000034270
uc009nrz.1	ENSMUST00000026357
uc009nsa.1	ENSMUST00000167439
uc009nse.1	ENSMUST00000140928
uc009nsg.2	ENSMUST00000170857
uc012gma.1	ENSMUST00000170857
uc009nsh.2	ENSMUST00000170857
uc009nsi.2	ENSMUST00000076274
uc009nsj.1	ENSMUST00000054052
uc009nsl.1	ENSMUST00000017622
uc009nsm.1	ENSMUST00000017622
uc009nsn.1	ENSMUST00000093073
uc012gmb.1	ENSMUST00000017622
uc012gmc.1	ENSMUST00000050963
uc009nsu.1	ENSMUST00000059529
uc009nsz.2	ENSMUST00000116412
uc009nta.2	ENSMUST00000116412
uc009ntd.1	ENSMUST00000006760
uc009nte.1	ENSMUST00000006760
uc009ntj.2	ENSMUST00000015157
uc009ntr.1	ENSMUST00000098337
uc009nts.1	ENSMUST00000015160
uc009ntt.1	ENSMUST00000015160
uc009ntu.1	ENSMUST00000098337
uc012gmk.1	ENSMUST00000082166
uc009ntv.1	ENSMUST00000034443
uc009ntw.1	ENSMUST00000127664
uc009nuc.1	ENSMUST00000125975
uc009nud.1	ENSMUST00000149248
uc009nue.2	ENSMUST00000000756
uc012gmm.1	ENSMUST00000082516
uc009nuf.1	ENSMUST00000134235
uc009nug.1	ENSMUST00000127431
uc009nui.2	ENSMUST00000019422
uc009nuj.2	ENSMUST00000019422
uc009nul.1	ENSMUST00000060133
uc009num.1	ENSMUST00000036880
uc009nun.2	ENSMUST00000036880
uc009nuo.2	ENSMUST00000036880
uc012gmo.1	ENSMUST00000036880
uc009nur.1	ENSMUST00000131490
uc009nva.2	ENSMUST00000150356
uc009nvb.2	ENSMUST00000001092
uc012gmp.1	ENSMUST00000150356
uc012gmq.1	ENSMUST00000001092
uc009nvj.1	ENSMUST00000010298
uc009nvk.1	ENSMUST00000010298
uc009nvl.1	ENSMUST00000057934
uc012gmr.1	ENSMUST00000057934
uc009nvm.1	ENSMUST00000057934
uc009nvn.1	ENSMUST00000108840
uc009nvo.1	ENSMUST00000108840
uc009nvp.1	ENSMUST00000108840
uc009nvq.1	ENSMUST00000093050
uc009nvr.1	ENSMUST00000108840
uc009nvs.1	ENSMUST00000098324
uc009nvt.1	ENSMUST00000071134
uc009nvw.1	ENSMUST00000127664
uc009nvx.1	ENSMUST00000093049
uc009nvy.1	ENSMUST00000065534
uc009nvz.1	ENSMUST00000001522
uc009nwa.1	ENSMUST00000108832
uc009nwb.1	ENSMUST00000108830
uc009nwc.2	ENSMUST00000133606
uc009nwd.2	ENSMUST00000001520
uc009nwe.2	ENSMUST00000098320
uc009nwf.1	ENSMUST00000001520
uc009nwg.1	ENSMUST00000098320
uc009nwj.1	ENSMUST00000093043
uc009nwk.1	ENSMUST00000093043
uc009nwl.1	ENSMUST00000127664
uc009nwm.1	ENSMUST00000045487
uc009nwo.2	ENSMUST00000118535
uc009nwu.1	ENSMUST00000127664
uc012gmt.1	ENSMUST00000173168
uc012gmu.1	ENSMUST00000157789
uc012gmv.1	ENSMUST00000034457
uc009nwy.1	ENSMUST00000034457
uc009nwz.1	ENSMUST00000034458
uc009nxc.2	ENSMUST00000108803
uc009nxd.2	ENSMUST00000034460
uc009nxf.2	ENSMUST00000093033
uc009nxn.1	ENSMUST00000034463
uc012gmw.1	ENSMUST00000034463
uc012gmx.1	ENSMUST00000034463
uc012gmy.1	ENSMUST00000034463
uc012gmz.1	ENSMUST00000167588
uc009nxr.1	ENSMUST00000161868
uc009nxu.2	ENSMUST00000034466
uc009nxv.2	ENSMUST00000034466
uc009nxx.2	ENSMUST00000034467
uc009nxz.1	ENSMUST00000075896
uc009nya.1	ENSMUST00000075896
uc009nyb.1	ENSMUST00000122389
uc012gnb.1	ENSMUST00000098311
uc009nyc.1	ENSMUST00000118942
uc009nyd.1	ENSMUST00000075730
uc009nyi.2	ENSMUST00000053078
uc009nyj.2	ENSMUST00000065135
uc009nyk.2	ENSMUST00000034313
uc009nyq.1	ENSMUST00000034316
uc009nyr.2	ENSMUST00000046765
uc009nys.1	ENSMUST00000108759
uc009nyt.1	ENSMUST00000108759
uc009nyu.2	ENSMUST00000059093
uc009nyv.2	ENSMUST00000059093
uc009nzf.2	ENSMUST00000162907
uc009nzg.2	ENSMUST00000160593
uc009nzh.2	ENSMUST00000162309
uc009nzi.2	ENSMUST00000160272
uc009nzj.2	ENSMUST00000160272
uc012gnf.1	ENSMUST00000160272
uc009nzo.2	ENSMUST00000160272
uc009nzk.2	ENSMUST00000160717
uc009nzl.2	ENSMUST00000162456
uc009nzm.1	ENSMUST00000108752
uc009nzn.1	ENSMUST00000162456
uc009nzq.2	ENSMUST00000026917
uc009nzr.2	ENSMUST00000026917
uc009nzt.2	ENSMUST00000026917
uc009nzs.1	ENSMUST00000026917
uc012gng.1	ENSMUST00000122574
uc009nzv.2	ENSMUST00000090006
uc009nzw.2	ENSMUST00000090006
uc009nzx.2	ENSMUST00000090006
uc009oaa.1	ENSMUST00000140887
uc009oac.2	ENSMUST00000026912
uc009oab.2	ENSMUST00000108745
uc012gnh.1	ENSMUST00000026912
uc009krc.2	ENSMUST00000091291
uc009krd.2	ENSMUST00000091291
uc012fyh.1	ENSMUST00000091291
uc009kre.2	ENSMUST00000139504
uc009krl.1	ENSMUST00000004686
uc009krm.1	ENSMUST00000004686
uc009kry.1	ENSMUST00000019614
uc009ksa.2	ENSMUST00000133459
uc009ksb.1	ENSMUST00000004749
uc012fyo.1	ENSMUST00000136105
uc009ksc.2	ENSMUST00000145855
uc009ksd.2	ENSMUST00000145855
uc009ksj.1	ENSMUST00000159364
uc009ksl.1	ENSMUST00000005678
uc009ksm.1	ENSMUST00000005678
uc012fyp.1	ENSMUST00000005678
uc012fyq.1	ENSMUST00000005678
uc012fyr.1	ENSMUST00000005678
uc012fys.1	ENSMUST00000005678
uc009ksn.1	ENSMUST00000005678
uc009kso.1	ENSMUST00000005678
uc009ksp.2	ENSMUST00000062037
uc009ksr.2	ENSMUST00000012847
uc009ksq.2	ENSMUST00000012847
uc012fyt.1	ENSMUST00000111031
uc012fyu.1	ENSMUST00000157400
uc009kss.1	ENSMUST00000033888
uc009kst.1	ENSMUST00000011445
uc012fyv.1	ENSMUST00000111028
uc009ksu.1	ENSMUST00000084086
uc009ksv.1	ENSMUST00000111014
uc012fyw.1	ENSMUST00000111014
uc012fyx.1	ENSMUST00000084085
uc009ksw.1	ENSMUST00000044060
uc012fyy.1	ENSMUST00000044060
uc009ksy.2	ENSMUST00000145007
uc009ksx.2	ENSMUST00000138439
uc012fzb.1	ENSMUST00000168386
uc009ktp.2	ENSMUST00000053252
uc009ktq.2	ENSMUST00000003029
uc009ktr.1	ENSMUST00000160549
uc009kts.1	ENSMUST00000098950
uc012fze.1	ENSMUST00000098950
uc009kua.1	ENSMUST00000022945
uc009kub.1	ENSMUST00000023835
uc009kue.1	ENSMUST00000001319
uc009kug.1	ENSMUST00000048545
uc009kuh.1	ENSMUST00000048545
uc009kui.1	ENSMUST00000110969
uc009kuj.1	ENSMUST00000110969
uc009kuk.1	ENSMUST00000110969
uc009kul.1	ENSMUST00000095476
uc009kuy.1	ENSMUST00000040608
uc009kuz.1	ENSMUST00000040514
uc009kvb.2	ENSMUST00000033898
uc012fzi.1	ENSMUST00000033898
uc009kvd.1	ENSMUST00000033900
uc009kvj.2	ENSMUST00000049461
uc009kvh.2	ENSMUST00000049461
uc009kvi.2	ENSMUST00000049461
uc012fzj.1	ENSMUST00000049461
uc009kvp.2	ENSMUST00000033905
uc009kvq.2	ENSMUST00000033905
uc009kvo.2	ENSMUST00000033905
uc009kvr.2	ENSMUST00000169782
uc009kvs.2	ENSMUST00000033905
uc009kvt.1	ENSMUST00000033906
uc009kwd.1	ENSMUST00000000776
uc012fzo.1	ENSMUST00000000776
uc012fzp.1	ENSMUST00000164971
uc009kwe.1	ENSMUST00000167547
uc012fzq.1	ENSMUST00000151188
uc009kwi.1	ENSMUST00000147398
uc009kwv.1	ENSMUST00000046904
uc012fzt.1	ENSMUST00000168164
uc009kxc.1	ENSMUST00000081917
uc009kxd.1	ENSMUST00000081917
uc012fzv.1	ENSMUST00000080568
uc012fzw.1	ENSMUST00000157429
uc009kxf.1	ENSMUST00000033825
uc009kxg.1	ENSMUST00000045366
uc009kxh.1	ENSMUST00000110839
uc009kxi.1	ENSMUST00000110838
uc009kxj.1	ENSMUST00000110840
uc009kxk.1	ENSMUST00000045366
uc012fzx.1	ENSMUST00000110840
uc009kxl.1	ENSMUST00000110839
uc009kxu.1	ENSMUST00000033826
uc009kxv.1	ENSMUST00000033826
uc009kya.1	ENSMUST00000033828
uc009kyb.1	ENSMUST00000134023
uc009kyc.1	ENSMUST00000134023
uc009kyd.1	ENSMUST00000137822
uc009kye.1	ENSMUST00000117551
uc012gaa.1	ENSMUST00000071308
uc009kyr.2	ENSMUST00000033839
uc012gab.1	ENSMUST00000062613
uc009kyv.2	ENSMUST00000062613
uc009kyx.1	ENSMUST00000110813
uc009kzc.1	ENSMUST00000155211
uc009kzl.1	ENSMUST00000050493
uc009kzo.1	ENSMUST00000082104
uc009kzp.1	ENSMUST00000082104
uc012gad.1	ENSMUST00000175401
uc009kzq.1	ENSMUST00000138348
uc009kzr.1	ENSMUST00000133933
uc009kzu.1	ENSMUST00000033846
uc009kzw.2	ENSMUST00000055503
uc009kzx.2	ENSMUST00000095438
uc009kzy.1	ENSMUST00000066258
uc009kzz.1	ENSMUST00000066282
uc009laa.1	ENSMUST00000066416
uc009lab.1	ENSMUST00000075504
uc009lac.1	ENSMUST00000062113
uc009laq.1	ENSMUST00000033854
uc009lau.2	ENSMUST00000153748
uc009lav.1	ENSMUST00000153748
uc009law.1	ENSMUST00000153748
uc009lax.2	ENSMUST00000098901
uc009lay.1	ENSMUST00000107580
uc012gaj.1	ENSMUST00000084046
uc009laz.1	ENSMUST00000140111
uc009lba.2	ENSMUST00000140111
uc009lbc.1	ENSMUST00000167037
uc009lbd.1	ENSMUST00000140111
uc009lbe.2	ENSMUST00000167037
uc012gak.1	ENSMUST00000140111
uc012gal.1	ENSMUST00000140111
uc012gam.1	ENSMUST00000140111
uc012gan.1	ENSMUST00000140111
uc009lbf.1	ENSMUST00000167037
uc009lbg.1	ENSMUST00000092138
uc012gao.1	ENSMUST00000122025
uc009lbh.2	ENSMUST00000095430
uc009lbi.2	ENSMUST00000110758
uc012gar.1	ENSMUST00000077452
uc009lbp.1	ENSMUST00000098890
uc012gaw.1	ENSMUST00000110752
uc012gaz.1	ENSMUST00000110749
uc009lbw.2	ENSMUST00000071886
uc009lcc.2	ENSMUST00000057076
uc009lcd.2	ENSMUST00000051965
uc009lce.1	ENSMUST00000062586
uc009lck.1	ENSMUST00000006742
uc009lco.1	ENSMUST00000169834
uc009lcp.1	ENSMUST00000081815
uc012gba.1	ENSMUST00000081815
uc009lcq.1	ENSMUST00000067722
uc012gbb.1	ENSMUST00000110730
uc009lcr.2	ENSMUST00000110730
uc009lcs.2	ENSMUST00000046916
uc009lcz.2	ENSMUST00000033871
uc009ldd.2	ENSMUST00000163774
uc009lde.2	ENSMUST00000033935
uc009ldh.2	ENSMUST00000009036
uc012gbf.1	ENSMUST00000009036
uc009ldk.2	ENSMUST00000033938
uc009ldl.2	ENSMUST00000033938
uc009ldm.2	ENSMUST00000033939
uc009ldo.2	ENSMUST00000063401
uc009ldn.2	ENSMUST00000033939
uc009ldp.2	ENSMUST00000150259
uc009ldq.1	ENSMUST00000144583
uc009lds.2	ENSMUST00000144895
uc009ldt.2	ENSMUST00000126439
uc009ldu.2	ENSMUST00000149093
uc009ldv.2	ENSMUST00000149093
uc009ldy.2	ENSMUST00000163739
uc009ldz.2	ENSMUST00000050229
uc009lea.2	ENSMUST00000050229
uc009leb.2	ENSMUST00000050229
uc012gbj.1	ENSMUST00000141930
uc009leo.2	ENSMUST00000167004
uc009lep.1	ENSMUST00000168028
uc009leq.2	ENSMUST00000167004
uc009ler.2	ENSMUST00000033950
uc009les.1	ENSMUST00000051094
uc009let.1	ENSMUST00000121783
uc009leu.1	ENSMUST00000051094
uc009lex.1	ENSMUST00000052622
uc009ley.2	ENSMUST00000140417
uc009lez.2	ENSMUST00000033953
uc009lfa.1	ENSMUST00000033956
uc012gbl.1	ENSMUST00000173833
uc009lfb.2	ENSMUST00000033957
uc009lfc.1	ENSMUST00000033958
uc009lfd.1	ENSMUST00000033958
uc009lfe.1	ENSMUST00000171611
uc012gbm.1	ENSMUST00000050300
uc009lff.1	ENSMUST00000050300
uc009lfg.1	ENSMUST00000118419
uc012gbn.1	ENSMUST00000164090
uc009lfh.2	ENSMUST00000041257
uc009lfi.2	ENSMUST00000119720
uc009lfj.2	ENSMUST00000133088
uc009lfk.2	ENSMUST00000084035
uc009lfl.2	ENSMUST00000084035
uc009lfp.2	ENSMUST00000084031
uc009lfq.2	ENSMUST00000064883
uc009lfr.2	ENSMUST00000064883
uc009lfs.1	ENSMUST00000084030
uc009lft.1	ENSMUST00000084512
uc009lfu.1	ENSMUST00000084030
uc009lfv.1	ENSMUST00000084512
uc009lgd.1	ENSMUST00000126122
uc009lgf.2	ENSMUST00000079160
uc009lgg.1	ENSMUST00000079160
uc009lgh.1	ENSMUST00000079160
uc009lgi.1	ENSMUST00000079160
uc009lgj.2	ENSMUST00000079160
uc009lgv.2	ENSMUST00000033975
uc009lgw.2	ENSMUST00000098860
uc009lgy.1	ENSMUST00000038498
uc009lhc.1	ENSMUST00000068892
uc009lhd.1	ENSMUST00000110610
uc009lhg.1	ENSMUST00000037609
uc009lhh.1	ENSMUST00000061850
uc009lhi.1	ENSMUST00000016138
uc009lhj.2	ENSMUST00000037182
uc009lhy.1	ENSMUST00000033877
uc012gbs.1	ENSMUST00000054212
uc009lhz.2	ENSMUST00000054212
uc009lia.2	ENSMUST00000054212
uc009lic.1	ENSMUST00000038174
uc009lid.1	ENSMUST00000038174
uc009lie.1	ENSMUST00000081438
uc009lif.1	ENSMUST00000081438
uc009lig.1	ENSMUST00000110553
uc009liv.1	ENSMUST00000033882
uc009liz.2	ENSMUST00000168630
uc012gbu.1	ENSMUST00000168630
uc012gbv.1	ENSMUST00000168630
uc012gbw.1	ENSMUST00000168630
uc009lja.2	ENSMUST00000168630
uc012gbx.1	ENSMUST00000116885
uc009lji.1	ENSMUST00000033983
uc009ljm.1	ENSMUST00000122575
uc009ljn.1	ENSMUST00000080782
uc009ljo.1	ENSMUST00000073884
uc009ljp.1	ENSMUST00000080782
uc009ljq.1	ENSMUST00000073884
uc009ljr.1	ENSMUST00000098838
uc009ljs.1	ENSMUST00000073884
uc009ljt.1	ENSMUST00000080782
uc012gbz.1	ENSMUST00000132101
uc012gca.1	ENSMUST00000033990
uc012gcb.1	ENSMUST00000033990
uc012gcc.1	ENSMUST00000033990
uc009ljw.1	ENSMUST00000033990
uc012gcd.1	ENSMUST00000033990
uc012gce.1	ENSMUST00000033990
uc009lke.1	ENSMUST00000095349
uc009lkg.1	ENSMUST00000079376
uc009lkk.1	ENSMUST00000033994
uc009lkl.1	ENSMUST00000053251
uc009lkm.1	ENSMUST00000033994
uc009lkn.1	ENSMUST00000033995
uc009lko.2	ENSMUST00000033913
uc009lkp.1	ENSMUST00000033910
uc009lkt.1	ENSMUST00000033929
uc009lku.1	ENSMUST00000033929
uc009lkv.1	ENSMUST00000033929
uc009lky.2	ENSMUST00000033927
uc009lkz.1	ENSMUST00000130695
uc009llc.2	ENSMUST00000060128
uc009llj.1	ENSMUST00000065297
uc009llq.2	ENSMUST00000033923
uc009llr.2	ENSMUST00000098826
uc012gcj.1	ENSMUST00000033923
uc009lls.2	ENSMUST00000033923
uc009llt.1	ENSMUST00000036104
uc009llu.1	ENSMUST00000036104
uc009llv.1	ENSMUST00000063738
uc012gck.1	ENSMUST00000135764
uc009lme.2	ENSMUST00000118896
uc012gcl.1	ENSMUST00000083523
uc012gcm.1	ENSMUST00000026021
uc009lmk.1	ENSMUST00000170091
uc009lml.2	ENSMUST00000034014
uc009lmq.1	ENSMUST00000149992
uc009lmr.1	ENSMUST00000034012
uc009lms.1	ENSMUST00000034012
uc009lmt.1	ENSMUST00000132032
uc009lmu.1	ENSMUST00000146280
uc009lmz.1	ENSMUST00000048890
uc012gco.1	ENSMUST00000048890
uc009lna.1	ENSMUST00000174205
uc009lnj.1	ENSMUST00000059115
uc009lnk.1	ENSMUST00000051379
uc009lnl.1	ENSMUST00000093534
uc009lnm.1	ENSMUST00000059115
uc009lnn.1	ENSMUST00000059115
uc009lnp.2	ENSMUST00000034003
uc009lnw.2	ENSMUST00000126561
uc012gcr.1	ENSMUST00000034000
uc012gcs.1	ENSMUST00000033999
uc009lny.1	ENSMUST00000094971
uc009lnz.1	ENSMUST00000059692
uc012gct.1	ENSMUST00000059692
uc009lod.2	ENSMUST00000082120
uc009lob.2	ENSMUST00000082120
uc009loc.2	ENSMUST00000082120
uc009loe.1	ENSMUST00000080135
uc009lof.1	ENSMUST00000049577
uc009log.1	ENSMUST00000056023
uc012gcy.1	ENSMUST00000110411
uc009loh.2	ENSMUST00000110411
uc012gcz.1	ENSMUST00000110411
uc009loi.2	ENSMUST00000110411
uc012gda.1	ENSMUST00000110411
uc009loj.2	ENSMUST00000110411
uc009lol.1	ENSMUST00000164230
uc009lop.1	ENSMUST00000139751
uc009los.1	ENSMUST00000034064
uc012gdd.1	ENSMUST00000116473
uc009lot.2	ENSMUST00000026907
uc009lou.1	ENSMUST00000095328
uc009lov.1	ENSMUST00000135912
uc009low.1	ENSMUST00000135912
uc009lox.1	ENSMUST00000093526
uc009loy.1	ENSMUST00000034056
uc009loz.1	ENSMUST00000034056
uc009lpa.1	ENSMUST00000034056
uc009lpn.1	ENSMUST00000095323
uc009lpo.1	ENSMUST00000095323
uc009lpr.1	ENSMUST00000053558
uc012gdh.1	ENSMUST00000053558
uc009lpu.2	ENSMUST00000041582
uc012gdj.1	ENSMUST00000170416
uc009lpz.1	ENSMUST00000034049
uc009lqa.1	ENSMUST00000155986
uc009lqb.1	ENSMUST00000058636
uc009lqc.1	ENSMUST00000058636
uc009lqd.1	ENSMUST00000058636
uc009lqi.1	ENSMUST00000040468
uc009lqj.1	ENSMUST00000040468
uc009lqn.1	ENSMUST00000126988
uc009lqx.2	ENSMUST00000079195
uc009lqw.2	ENSMUST00000079195
uc009lqv.2	ENSMUST00000110367
uc012gdm.1	ENSMUST00000110367
uc009lqz.2	ENSMUST00000110367
uc012gdn.1	ENSMUST00000123958
uc009lra.1	ENSMUST00000125065
uc009lrb.1	ENSMUST00000120987
uc009lrc.1	ENSMUST00000125065
uc012gdo.1	ENSMUST00000146625
uc009lrf.2	ENSMUST00000080353
uc009lrh.2	ENSMUST00000038738
uc009lri.2	ENSMUST00000038738
uc009lrl.1	ENSMUST00000057561
uc009lrm.1	ENSMUST00000057561
uc009lrs.2	ENSMUST00000033965
uc009lrr.2	ENSMUST00000033965
uc009lrt.1	ENSMUST00000145344
uc009lru.1	ENSMUST00000110346
uc009lsa.2	ENSMUST00000047768
uc009lsb.2	ENSMUST00000130656
uc009lsd.1	ENSMUST00000152597
uc009lsg.2	ENSMUST00000128850
uc012gdy.1	ENSMUST00000144711
uc009lsi.2	ENSMUST00000150488
uc009lsj.1	ENSMUST00000127511
uc009lsk.1	ENSMUST00000129132
uc009lsm.2	ENSMUST00000053441
uc009lsp.1	ENSMUST00000040330
uc009lsu.2	ENSMUST00000034022
uc009lsy.2	ENSMUST00000034021
uc009lsz.2	ENSMUST00000034021
uc009lta.2	ENSMUST00000156907
uc009ltb.2	ENSMUST00000098757
uc012gea.1	ENSMUST00000098757
uc009ltc.1	ENSMUST00000077447
uc012geb.1	ENSMUST00000148792
uc009ltk.2	ENSMUST00000056508
uc009ltm.2	ENSMUST00000093490
uc009ltn.2	ENSMUST00000093490
uc009ltl.2	ENSMUST00000093490
uc009lto.2	ENSMUST00000132234
uc009ltp.2	ENSMUST00000147824
uc009ltq.2	ENSMUST00000145493
uc009lud.1	ENSMUST00000121200
uc009lue.1	ENSMUST00000121493
uc009luf.1	ENSMUST00000121785
uc009lug.1	ENSMUST00000034057
uc009luh.1	ENSMUST00000121200
uc009lui.1	ENSMUST00000149042
uc009lup.1	ENSMUST00000034052
uc009luo.1	ENSMUST00000034054
uc009luq.1	ENSMUST00000034052
uc009lut.1	ENSMUST00000066166
uc009luu.1	ENSMUST00000066166
uc012geh.1	ENSMUST00000102088
uc009luw.1	ENSMUST00000048967
uc009lux.1	ENSMUST00000034015
uc009luy.1	ENSMUST00000135943
uc009luz.1	ENSMUST00000034017
uc009lva.1	ENSMUST00000034017
uc009lvd.1	ENSMUST00000095295
uc009lve.2	ENSMUST00000048565
uc009lvf.2	ENSMUST00000078409
uc009lvg.2	ENSMUST00000078409
uc009lvh.1	ENSMUST00000142822
uc009lvi.2	ENSMUST00000098713
uc009lvo.1	ENSMUST00000143972
uc009lvp.1	ENSMUST00000143972
uc009lvr.2	ENSMUST00000070810
uc009lvs.1	ENSMUST00000070810
uc012gek.1	ENSMUST00000038959
uc012gel.1	ENSMUST00000120071
uc009lvz.2	ENSMUST00000038959
uc009lwa.2	ENSMUST00000098696
uc009lwb.2	ENSMUST00000059374
uc009lwc.1	ENSMUST00000150169
uc009lwd.1	ENSMUST00000145595
uc009lwf.2	ENSMUST00000078350
uc009lwg.2	ENSMUST00000078350
uc009lwt.1	ENSMUST00000037478
uc009lwu.1	ENSMUST00000142548
uc009lwv.1	ENSMUST00000147674
uc009lxa.1	ENSMUST00000037049
uc009lxb.1	ENSMUST00000172413
uc009lxe.1	ENSMUST00000095282
uc009lxg.1	ENSMUST00000121886
uc009lxh.1	ENSMUST00000121886
uc009lxj.1	ENSMUST00000080987
uc009lxk.1	ENSMUST00000080987
uc009lxl.1	ENSMUST00000080987
uc009lxm.1	ENSMUST00000080987
uc012gen.1	ENSMUST00000080987
uc009lxn.1	ENSMUST00000080987
uc012geo.1	ENSMUST00000130458
uc009lxo.1	ENSMUST00000130458
uc009lxp.1	ENSMUST00000149782
uc009lxq.1	ENSMUST00000137573
uc009lyb.2	ENSMUST00000057831
uc009lyc.1	ENSMUST00000152938
uc009lyd.1	ENSMUST00000110167
uc009lyf.2	ENSMUST00000116463
uc009lyg.2	ENSMUST00000065169
uc009lyh.2	ENSMUST00000065169
uc009lyi.2	ENSMUST00000065169
uc009lyj.2	ENSMUST00000168013
uc009lyk.2	ENSMUST00000050561
uc012geq.1	ENSMUST00000168013
uc012ger.1	ENSMUST00000168013
uc009lyl.1	ENSMUST00000168013
uc009lys.2	ENSMUST00000002412
uc009lyt.1	ENSMUST00000075724
uc009lyu.1	ENSMUST00000075724
uc012gex.1	ENSMUST00000110127
uc009lzg.2	ENSMUST00000139333
uc009lzh.2	ENSMUST00000150706
uc009lzi.1	ENSMUST00000019679
uc009lzj.1	ENSMUST00000135931
uc009lzu.1	ENSMUST00000008004
uc012gey.1	ENSMUST00000144890
uc009lzv.1	ENSMUST00000138688
uc009mab.2	ENSMUST00000075666
uc012gfa.1	ENSMUST00000075666
uc009mae.1	ENSMUST00000076615
uc009maf.1	ENSMUST00000066597
uc009mah.2	ENSMUST00000066597
uc012gfb.1	ENSMUST00000166976
uc009mai.1	ENSMUST00000045286
uc009mal.1	ENSMUST00000075175
uc009mam.1	ENSMUST00000125184
uc009man.2	ENSMUST00000093456
uc009max.2	ENSMUST00000049908
uc009may.1	ENSMUST00000049908
uc009mba.2	ENSMUST00000003808
uc009mbb.2	ENSMUST00000110103
uc009mbc.1	ENSMUST00000070173
uc009mbl.1	ENSMUST00000038626
uc012gff.1	ENSMUST00000038626
uc009mbm.1	ENSMUST00000034299
uc009mbn.2	ENSMUST00000034296
uc012gfg.1	ENSMUST00000034296
uc012gfh.1	ENSMUST00000037986
uc009mbp.2	ENSMUST00000166004
uc009mbq.1	ENSMUST00000037986
uc009mbs.1	ENSMUST00000002989
uc009mbt.1	ENSMUST00000002989
uc012gfj.1	ENSMUST00000110081
uc009mbv.2	ENSMUST00000110081
uc009mbw.2	ENSMUST00000110078
uc009mbx.2	ENSMUST00000110081
uc012gfk.1	ENSMUST00000110080
uc009mby.1	ENSMUST00000007865
uc009mbz.2	ENSMUST00000000809
uc009mca.2	ENSMUST00000054220
uc009mcb.2	ENSMUST00000054220
uc009mcc.1	ENSMUST00000104375
uc009mcg.2	ENSMUST00000035960
uc009mch.2	ENSMUST00000035960
uc012gfo.1	ENSMUST00000035960
uc009mcw.1	ENSMUST00000002466
uc009mcx.1	ENSMUST00000002466
uc009mcy.2	ENSMUST00000049184
uc009mcz.2	ENSMUST00000049184
uc012gfr.1	ENSMUST00000049184
uc009mda.1	ENSMUST00000049184
uc009mdf.2	ENSMUST00000008094
uc009mdg.2	ENSMUST00000008094
uc009mdl.2	ENSMUST00000093450
uc009mdm.2	ENSMUST00000093450
uc009mdp.2	ENSMUST00000048452
uc009mdr.1	ENSMUST00000051672
uc012gft.1	ENSMUST00000052072
uc012gfu.1	ENSMUST00000163659
uc009meg.2	ENSMUST00000030170
uc009mei.2	ENSMUST00000030170
uc009mej.2	ENSMUST00000030170
uc009mer.2	ENSMUST00000034260
uc009mes.1	ENSMUST00000034260
uc009met.2	ENSMUST00000146100
uc009meu.1	ENSMUST00000136640
uc009mev.2	ENSMUST00000146100
uc009mfe.2	ENSMUST00000003574
uc009mfm.1	ENSMUST00000098630
uc009mfr.2	ENSMUST00000163643
uc009mfs.2	ENSMUST00000163643
uc009mft.2	ENSMUST00000163643
uc009mfu.2	ENSMUST00000163643
uc009mfv.2	ENSMUST00000163643
uc009mfw.1	ENSMUST00000109974
uc009mfx.1	ENSMUST00000019876
uc009mga.1	ENSMUST00000079510
uc009mgb.1	ENSMUST00000079510
uc009mgc.1	ENSMUST00000079510
uc009mgd.2	ENSMUST00000043238
uc009mge.2	ENSMUST00000043238
uc009mgg.2	ENSMUST00000058534
uc009mgh.1	ENSMUST00000167290
uc009mgs.1	ENSMUST00000004497
uc012gga.1	ENSMUST00000004497
uc009mgt.1	ENSMUST00000146249
uc009mgu.1	ENSMUST00000127757
uc009mhh.1	ENSMUST00000108740
uc009mhk.2	ENSMUST00000136538
uc009mhm.1	ENSMUST00000076316
uc012gge.1	ENSMUST00000081524
uc009mhn.1	ENSMUST00000035678
uc009mhr.2	ENSMUST00000034030
uc009mhv.1	ENSMUST00000034029
uc009mhw.1	ENSMUST00000146561
uc009mhy.1	ENSMUST00000034115
uc009mhz.1	ENSMUST00000049245
uc009mia.2	ENSMUST00000049245
uc009mif.2	ENSMUST00000130325
uc009mie.2	ENSMUST00000130325
uc009mil.2	ENSMUST00000034109
uc009mim.1	ENSMUST00000048718
uc009min.2	ENSMUST00000048718
uc009mip.1	ENSMUST00000066091
uc012ggl.1	ENSMUST00000066091
uc009miq.1	ENSMUST00000109885
uc009mit.1	ENSMUST00000080536
uc009miu.1	ENSMUST00000080536
uc009mix.2	ENSMUST00000079038
uc009mja.1	ENSMUST00000043359
uc012ggn.1	ENSMUST00000122807
uc009mjb.1	ENSMUST00000034150
uc009mjc.1	ENSMUST00000034150
uc009mjd.1	ENSMUST00000042724
uc009mjj.1	ENSMUST00000034148
uc012ggq.1	ENSMUST00000163223
uc009mjk.1	ENSMUST00000034148
uc009mjl.1	ENSMUST00000034148
uc009mjm.1	ENSMUST00000163223
uc009mjo.1	ENSMUST00000034147
uc009mjp.1	ENSMUST00000034147
